Sample ID,Commodity,Pesticide Code,Pesticide Name,Concentration,LOD,pp_,Annotate,Quantitate,Mean,Commodity Type,Variety,Commodity Claim,Facility Type,Origin,Country,State,Quantity,EPA Tolerance (ppm)
"CA0409220540STCA1","ST","808","Fenpropathrin","0.11","0.02","M","","SM","O","FR","","NC","D","1","","CA","","2.0"
"CA0409220540STCA1","ST","011","Captan","0.062","0.012","M","","M","O","FR","","NC","D","1","","CA","","25"
"CA0409230038STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.067","0.04","M","Q","SM","O","FR","Unknown","NC","T","1","","CA","","25"
"CA0409230038STCA1","ST","011","Captan","0.02","0.012","M","Q","M","O","FR","Unknown","NC","T","1","","CA","","25"
"CA0409230049STCA1","ST","626","Iprodione","0.29","0.021","M","","M","O","FR","Unknown","NC","T","1","","CA","","15"
"CA0409230049STCA1","ST","052","Malathion","0.22","0.004","M","","M","O","FR","Unknown","NC","T","1","","CA","","8"
"CA0409230049STCA1","ST","159","Methomyl","0.2","0.014","M","","SM","O","FR","Unknown","NC","T","1","","CA","","2"
"CA0409230053STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.067","0.04","M","Q","SM","O","FR","Unknown","NC","T","1","","CA","","25"
"CA0409230053STCA1","ST","011","Captan","0.049","0.012","M","","M","O","FR","Unknown","NC","T","1","","CA","","25"
"CA0409230274STCA1","ST","011","Captan","0.02","0.012","M","Q","M","O","FR","Unknown","NC","D","1","","CA","","25"
"CA0410200031STCA1","ST","159","Methomyl","0.023","0.014","M","Q","SM","O","FR","Unknown","NC","T","1","","CA","","2"
"CA0410200031STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.067","0.04","M","Q","SM","O","FR","Unknown","NC","T","1","","CA","","25"
"CA0410200130STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.067","0.04","M","Q","SM","O","FR","Unknown","NC","H","1","","CA","","25"
"CA0410200130STCA1","ST","011","Captan","0.095","0.012","M","","M","O","FR","Unknown","NC","H","1","","CA","","25"
"CA0410200136STCA1","ST","159","Methomyl","0.023","0.014","M","Q","SM","O","FR","","NC","H","1","","CA","","2"
"CA0410200136STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.067","0.04","M","Q","SM","O","FR","","NC","H","1","","CA","","25"
"CA0410200212STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.067","0.04","M","Q","SM","O","FR","","NC","T","1","","CA","","25"
"CA0410200212STCA1","ST","011","Captan","0.02","0.012","M","Q","M","O","FR","","NC","T","1","","CA","","25"
"CA0410200274STCA1","ST","159","Methomyl","0.023","0.014","M","Q","SM","O","FR","Unknown","NC","D","1","","CA","","2"
"CA0410200447STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.067","0.04","M","Q","SM","O","FR","Unknown","NC","H","1","","CA","","25"
"CA0410200447STCA1","ST","159","Methomyl","0.023","0.014","M","Q","SM","O","FR","Unknown","NC","H","1","","CA","","2"
"CA0410200484STCA1","ST","011","Captan","0.23","0.012","M","","M","O","FR","","NC","R","1","","CA","","25"
"CA0410200484STCA1","ST","808","Fenpropathrin","0.13","0.02","M","","SM","O","FR","","NC","R","1","","CA","","2.0"
"CA0411170017STCA1","ST","011","Captan","0.3","0.012","M","","M","O","FR","N/A","NC","T","1","","CA","","25"
"CA0411170017STCA1","ST","808","Fenpropathrin","0.35","0.02","M","","SM","O","FR","N/A","NC","T","1","","CA","","2.0"
"CA0411170068STCA1","ST","B22","Cyprodinil","0.04","0.008","M","","SM","O","FR","Unknown","NC","T","1","","CA","","5.0"
"CA0411170068STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.16","0.04","M","","SM","O","FR","Unknown","NC","T","1","","CA","","25"
"CA0411170069STCA1","ST","011","Captan","0.54","0.012","M","","M","O","FR","Unknown","NC","T","1","","CA","","25"
"CA0411170111STCA1","ST","052","Malathion","0.024","0.004","M","","M","O","FR","","NC","H","1","","CA","","8"
"CA0411170128STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.63","0.04","M","","SM","O","FR","","NC","H","1","","CA","","25"
"CA0411170128STCA1","ST","102","Carbaryl","0.003","0.002","M","Q","SM","O","FR","","NC","H","1","","CA","","10"
"CA0411170130STCA1","ST","011","Captan","0.32","0.012","M","","M","O","FR","","NC","H","1","","CA","","25"
"CA0411170130STCA1","ST","B23","Fludioxonil","0.13","0.015","M","","SM","O","FR","","NC","H","1","","CA","","2.0"
"CA0411170130STCA1","ST","B22","Cyprodinil","0.42","0.008","M","","SM","O","FR","","NC","H","1","","CA","","5.0"
"CA0411170136STCA1","ST","679","Myclobutanil","0.033","0.02","M","Q","SM","O","FR","Unknown","NC","H","1","","CA","","0.50"
"CA0411170136STCA1","ST","011","Captan","0.7","0.012","M","","M","O","FR","Unknown","NC","H","1","","CA","","25"
"CA0411170152STCA1","ST","011","Captan","0.39","0.012","M","","M","O","FR","","NC","D","1","","CA","","25"
"CA0411170252STCA1","ST","338","Dichlorvos (DDVP)","0.56","0.002","M","","M","O","FR","N/A","NC","T","1","","CA","","1"
"CA0411170252STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.42","0.04","M","","SM","O","FR","N/A","NC","T","1","","CA","","25"
"CA0411170252STCA1","ST","011","Captan","0.29","0.012","M","","M","O","FR","N/A","NC","T","1","","CA","","25"
"CA0411170278STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.34","0.04","M","","SM","O","FR","N/A","NC","T","1","","CA","","25"
"CA0411170278STCA1","ST","607","Metalaxyl/Mefenoxam","0.017","0.01","M","Q","SM","O","FR","N/A","NC","T","1","","CA","","10.0"
"CA0411170300STCA1","ST","B82","Bifenazate","0.4","0.02","M","","SM","O","FR","","NC","D","1","","CA","","1.5"
"CA0411170300STCA1","ST","B22","Cyprodinil","0.11","0.008","M","","SM","O","FR","","NC","D","1","","CA","","5.0"
"CA0411170300STCA1","ST","B23","Fludioxonil","0.025","0.015","M","Q","SM","O","FR","","NC","D","1","","CA","","2.0"
"CA0411170300STCA1","ST","011","Captan","1.2","0.012","M","","M","O","FR","","NC","D","1","","CA","","25"
"CA0411170469STCA1","ST","011","Captan","0.14","0.012","M","","M","O","FR","","NC","H","1","","CA","","25"
"CA0412200017STCA1","ST","B23","Fludioxonil","0.23","0.015","M","","SM","O","FR","Unknown","NC","D","1","","CA","","2.0"
"CA0412200017STCA1","ST","679","Myclobutanil","0.033","0.02","M","Q","SM","O","FR","Unknown","NC","D","1","","CA","","0.50"
"CA0412200017STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.6","0.04","M","","SM","O","FR","Unknown","NC","D","1","","CA","","25"
"CA0412200017STCA1","ST","B22","Cyprodinil","0.38","0.008","M","","SM","O","FR","Unknown","NC","D","1","","CA","","5.0"
"CA0412200114STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.25","0.04","M","","SM","O","FR","N/A","NC","T","1","","CA","","25"
"CA0412200121STCA1","ST","011","Captan","0.14","0.012","M","","M","O","FR","N/A","NC","T","1","","CA","","25"
"CA0412200128STCA1","ST","011","Captan","0.17","0.012","M","","M","O","FR","","NC","H","1","","CA","","25"
"CA0412200140STCA1","ST","B22","Cyprodinil","0.066","0.008","M","","SM","O","FR","","NC","H","1","","CA","","5.0"
"CA0412200277STCA1","ST","011","Captan","0.099","0.012","M","","M","O","FR","Unknown","NC","T","1","","CA","","25"
"CA0412200277STCA1","ST","052","Malathion","0.014","0.004","M","","M","O","FR","Unknown","NC","T","1","","CA","","8"
"CA0412200277STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.31","0.04","M","","SM","O","FR","Unknown","NC","T","1","","CA","","25"
"CA0412200406STCA1","ST","011","Captan","0.29","0.012","M","","M","O","FR","","NC","D","1","","CA","","25"
"CA0412200406STCA1","ST","159","Methomyl","0.072","0.014","M","","SM","O","FR","","NC","D","1","","CA","","2"
"CA0412200406STCA1","ST","052","Malathion","0.015","0.004","M","","M","O","FR","","NC","D","1","","CA","","8"
"CA0412200484STCA1","ST","B23","Fludioxonil","0.025","0.015","M","Q","SM","O","FR","Unknown","NC","R","1","","CA","","2.0"
"CA0412200484STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.33","0.04","M","","SM","O","FR","Unknown","NC","R","1","","CA","","25"
"CA0412200484STCA1","ST","011","Captan","0.077","0.012","M","","M","O","FR","Unknown","NC","R","1","","CA","","25"
"CA0412200539STCA1","ST","011","Captan","0.18","0.012","M","","M","O","FR","Unknown","NC","H","1","","CA","","25"
"CA0412200539STCA1","ST","679","Myclobutanil","0.071","0.02","M","","SM","O","FR","Unknown","NC","H","1","","CA","","0.50"
"CA0412200544STCA1","ST","011","Captan","0.067","0.012","M","","M","O","FR","Unknown","NC","R","1","","CA","","25"
"CA0412200544STCA1","ST","159","Methomyl","0.023","0.014","M","Q","SM","O","FR","Unknown","NC","R","1","","CA","","2"
"CA0412200562STCA1","ST","808","Fenpropathrin","0.033","0.02","M","Q","SM","O","FR","Unknown","NC","R","1","","CA","","2.0"
"CA0412200562STCA1","ST","052","Malathion","0.015","0.004","M","","M","O","FR","Unknown","NC","R","1","","CA","","8"
"CA0412200562STCA1","ST","159","Methomyl","0.8","0.014","M","","SM","O","FR","Unknown","NC","R","1","","CA","","2"
"CA0412200562STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.71","0.04","M","","SM","O","FR","Unknown","NC","R","1","","CA","","25"
"CA0412230432STCA1","ST","624","Tetrahydrophthalimide (THPI)","0.067","0.04","M","Q","SM","O","FR","","NC","H","1","","CA","","25"
"CA0412230432STCA1","ST","607","Metalaxyl/Mefenoxam","0.017","0.01","M","Q","SM","O","FR","","NC","H","1","","CA","","10.0"
"CO0401260007STMI1","ST","B41","Fenhexamid","0.046","0.01","M","","PM","O","FR","Not Specified","NC","D","1","","CA","","3.0"
"CO0401260007STMI1","ST","679","Myclobutanil","0.0022","0.0013","M","Q","M","O","FR","Not Specified","NC","D","1","","CA","","0.50"
"CO0401260007STMI1","ST","052","Malathion","0.0086","0.0007","M","","PM","O","FR","Not Specified","NC","D","1","","CA","","8"
"CO0401260007STMI1","ST","011","Captan","0.54","0.019","M","","PM","O","FR","Not Specified","NC","D","1","","CA","","25"
"CO0402230008STMI1","ST","011","Captan","0.79","0.019","M","","PM","O","FR","Not Specified","NC","T","1","","CA","","25"
"CO0402230008STMI1","ST","B22","Cyprodinil","0.153","0.092","M","Q","PM","O","FR","Not Specified","NC","T","1","","CA","","5.0"
"CO0403220012STMI1","ST","B22","Cyprodinil","0.153","0.092","M","Q","PM","O","FR","Not Specified","NC","T","1","","CA","","5.0"
"CO0403220012STMI1","ST","ABC","Spinosad A","0.035","0.021","M","Q","PM","O","FR","Not Specified","NC","T","1","","CA","","1.0"
"CO0404260010STMI1","ST","930","Bifenthrin","0.067","0.04","M","Q","PM","O","FR","Unknown","NC","T","1","","CA","","3.00"
"CO0404260010STMI1","ST","607","Metalaxyl/Mefenoxam","0.032","0.019","M","Q","PM","O","FR","Unknown","NC","T","1","","CA","","10.0"
"CO0405240001STMI1","ST","011","Captan","1.2","0.019","M","","PM","O","FR","N/A","NC","D","1","","","","25"
"CO0405240001STMI1","ST","ABC","Spinosad A","0.074","0.021","M","","PM","O","FR","N/A","NC","D","1","","","","1.0"
"CO0405240001STMI1","ST","ABD","Spinosad D","0.033","0.02","M","Q","PM","O","FR","N/A","NC","D","1","","","","1.0"
"CO0405240001STMI1","ST","679","Myclobutanil","0.021","0.0013","M","","M","O","FR","N/A","NC","D","1","","","","0.50"
"CO0406280007STMI1","ST","ADW","Triazole alanine (TA)","0.06","0.036","M","QV","M","O","FR","","NC","D","1","","","","NT"
"CO0406280008STMI1","ST","930","Bifenthrin","0.067","0.04","M","Q","PM","O","FR","","NC","T","1","","","","3.00"
"CO0406280008STMI1","ST","ABC","Spinosad A","0.035","0.021","M","Q","PM","O","FR","","NC","T","1","","","","1.0"
"CO0406280008STMI1","ST","679","Myclobutanil","0.033","0.0013","M","","M","O","FR","","NC","T","1","","","","0.50"
"CO0406280008STMI1","ST","052","Malathion","0.0069","0.0007","M","","PM","O","FR","","NC","T","1","","","","8"
"CO0407260001STMI1","ST","679","Myclobutanil","0.0022","0.0013","M","Q","M","O","FR","","NC","D","1","","","","0.50"
"CO0407260006STMI1","ST","011","Captan","0.12","0.019","M","","PM","O","FR","","NC","T","1","","MD","","25"
"CO0407260006STMI1","ST","B41","Fenhexamid","0.017","0.01","M","Q","PM","O","FR","","NC","T","1","","MD","","3.0"
"CO0408230008STMI1","ST","B41","Fenhexamid","0.15","0.01","M","","PM","O","FR","","NC","T","1","","CA","","3.0"
"CO0408230008STMI1","ST","679","Myclobutanil","0.043","0.0013","M","","M","O","FR","","NC","T","1","","CA","","0.50"
"CO0409270009STMI1","ST","808","Fenpropathrin","0.54","0.018","M","","PM","O","FR","","NC","D","1","","CA","","2.0"
"CO0409270009STMI1","ST","011","Captan","0.12","0.019","M","","PM","O","FR","","NC","D","1","","CA","","25"
"CO0409270009STMI1","ST","ADW","Triazole alanine (TA)","0.06","0.036","M","QV","M","O","FR","","NC","D","1","","CA","","NT"
"CO0409270009STMI1","ST","679","Myclobutanil","0.0057","0.0013","M","","M","O","FR","","NC","D","1","","CA","","0.50"
"CO0410250012STMI1","ST","930","Bifenthrin","0.067","0.04","M","Q","PM","O","FR","","NC","T","1","","CA","","3.00"
"CO0410250013STMI1","ST","679","Myclobutanil","0.0022","0.0013","M","Q","M","O","FR","","NC","T","1","","CA","","0.50"
"CO0410250013STMI1","ST","B41","Fenhexamid","0.12","0.035","M","","PM","O","FR","","NC","T","1","","CA","","3.0"
"CO0411220007STMI1","ST","B41","Fenhexamid","0.23","0.035","M","","PM","O","FR","","NC","D","1","","CA","","3.0"
"CO0411220007STMI1","ST","B22","Cyprodinil","0.153","0.092","M","Q","PM","O","FR","","NC","D","1","","CA","","5.0"
"CO0411220007STMI1","ST","679","Myclobutanil","0.028","0.0013","M","","M","O","FR","","NC","D","1","","CA","","0.50"
"CO0411220009STMI1","ST","011","Captan","0.65","0.019","M","","PM","O","FR","","NC","D","1","","CA","","25"
"FL0401200044STMI1","ST","011","Captan","0.15","0.019","M","","PM","O","FR","","NC","D","1","","FL","","25"
"FL0401200045STMI1","ST","930","Bifenthrin","0.14","0.04","M","","PM","O","FR","","NC","D","1","","FL","","3.00"
"FL0401200045STMI1","ST","011","Captan","16","0.019","M","","PM","O","FR","","NC","D","1","","FL","","25"
"FL0401200046STMI1","ST","011","Captan","2","0.019","M","","PM","O","FR","","NC","D","1","","CA","","25"
"FL0401200048STMI1","ST","011","Captan","7.4","0.019","M","","PM","O","FR","","NC","D","1","","FL","","25"
"FL0401200052STMI1","ST","011","Captan","4.8","0.019","M","","PM","O","FR","","NC","D","1","","FL","","25"
"FL0402160023STMI1","ST","B22","Cyprodinil","0.153","0.092","M","Q","PM","O","FR","Festival","NC","D","1","","FL","","5.0"
"FL0402160029STMI1","ST","B22","Cyprodinil","0.81","0.092","M","","PM","O","FR","","NC","D","1","","FL","","5.0"
"FL0402160032STMI1","ST","679","Myclobutanil","0.0092","0.0013","M","","M","O","FR","","NC","D","1","","FL","","0.50"
"FL0402160044STMI1","ST","B41","Fenhexamid","0.95","0.01","M","","PM","O","FR","","NC","D","1","","FL","","3.0"
"FL0402160044STMI1","ST","679","Myclobutanil","0.0022","0.0013","M","Q","M","O","FR","","NC","D","1","","FL","","0.50"
"FL0402160044STMI1","ST","ADW","Triazole alanine (TA)","0.06","0.036","M","QV","M","O","FR","","NC","D","1","","FL","","NT"
"FL0402160056STMI1","ST","011","Captan","1.3","0.019","M","","PM","O","FR","","NC","D","1","","FL","","25"
"FL0402160056STMI1","ST","B41","Fenhexamid","0.04","0.01","M","","PM","O","FR","","NC","D","1","","FL","","3.0"
"FL0402160059STMI1","ST","011","Captan","0.65","0.019","M","","PM","O","FR","","NC","D","1","","FL","","25"
"FL0402160060STMI1","ST","B22","Cyprodinil","0.153","0.092","M","Q","PM","O","FR","","NC","D","1","","FL","","5.0"
"FL0402160060STMI1","ST","011","Captan","6.8","0.019","M","","PM","O","FR","","NC","D","1","","FL","","25"
"FL0403150002STMI1","ST","930","Bifenthrin","0.067","0.04","M","Q","PM","O","FR","","NC","D","1","","FL","","3.00"
"FL0403150002STMI1","ST","052","Malathion","0.0078","0.0007","M","","PM","O","FR","","NC","D","1","","FL","","8"
"FL0403150002STMI1","ST","011","Captan","0.37","0.019","M","","PM","O","FR","","NC","D","1","","FL","","25"
"FL0403150018STMI1","ST","011","Captan","0.64","0.019","M","","PM","O","FR","","NC","H","1","","FL","","25"
"FL0403150040STMI1","ST","B22","Cyprodinil","0.153","0.092","M","Q","PM","O","FR","","NC","D","1","","TX","","5.0"
"FL0403150044STMI1","ST","011","Captan","0.3","0.019","M","","PM","O","FR","","NC","D","1","","FL","","25"
"FL0404190025STMI1","ST","ABC","Spinosad A","0.094","0.021","M","","PM","O","FR","","NC","D","1","","CA","","1.0"
"FL0404190059STMI1","ST","011","Captan","0.19","0.019","M","","PM","O","FR","","NC","D","1","","CA","","25"
"FL0404190059STMI1","ST","B22","Cyprodinil","0.32","0.092","M","","ME","O","FR","","NC","D","1","","CA","","5.0"
"FL0405170023STMI1","ST","011","Captan","0.032","0.019","M","Q","PM","O","FR","","NC","D","1","","CA","","25"
"FL0405170023STMI1","ST","679","Myclobutanil","0.0022","0.0013","M","Q","M","R","FR","","NC","D","1","","CA","","0.50"
"FL0405170023STMI1","ST","ABC","Spinosad A","0.035","0.021","M","Q","PM","O","FR","","NC","D","1","","CA","","1.0"
"FL0405170048STMI1","ST","ADW","Triazole alanine (TA)","0.06","0.036","M","QV","M","O","FR","","NC","D","1","","TX","","NT"
"FL0405170048STMI1","ST","679","Myclobutanil","0.0022","0.0013","M","Q","M","O","FR","","NC","D","1","","TX","","0.50"
"FL0405170048STMI1","ST","967","Imidacloprid","0.017","0.01","M","Q","PM","O","FR","","NC","D","1","","TX","","0.50"
"FL0405170048STMI1","ST","102","Carbaryl","0.016","0.0018","M","","PM","O","FR","","NC","D","1","","TX","","10"
"FL0405170048STMI1","ST","011","Captan","0.4","0.019","M","","PM","O","FR","","NC","D","1","","TX","","25"
"FL0405170060STMI1","ST","052","Malathion","0.0012","0.0007","M","Q","PM","O","FR","","NC","D","1","","CA","","8"
"FL0405170060STMI1","ST","208","Malathion oxygen analog","0.0015","0.0009","M","QV","PM","O","FR","","NC","D","1","","CA","","NT"
"FL0406210009STMI1","ST","ABC","Spinosad A","0.035","0.021","M","Q","PM","R","FR","","NC","D","1","","CA","","1.0"
"FL0406210025STMI1","ST","679","Myclobutanil","0.05","0.0013","M","","M","O","FR","","NC","D","1","","CA","","0.50"
"FL0406210025STMI1","ST","102","Carbaryl","0.003","0.0018","M","Q","PM","R","FR","","NC","D","1","","CA","","10"
"FL0406210056STMI1","ST","808","Fenpropathrin","0.03","0.018","M","Q","PM","R","FR","","NC","D","1","","CA","","2.0"
"FL0406210056STMI1","ST","052","Malathion","0.024","0.0007","M","","PM","R","FR","","NC","D","1","","CA","","8"
"FL0406210056STMI1","ST","679","Myclobutanil","0.014","0.0013","M","","M","O","FR","","NC","D","1","","CA","","0.50"
"FL0406210056STMI1","ST","626","Iprodione","1.2","0.029","M","","PM","R","FR","","NC","D","1","","CA","","15"
"FL0406210056STMI1","ST","ABC","Spinosad A","0.12","0.021","M","","PM","R","FR","","NC","D","1","","CA","","1.0"
"FL0406210056STMI1","ST","ABD","Spinosad D","0.033","0.02","M","Q","PM","R","FR","","NC","D","1","","CA","","1.0"
"FL0406210056STMI1","ST","AEL","Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)","0.031","0.0084","M","X","PM","R","FR","","NC","D","1","","CA","","0.01"
"FL0406210059STMI1","ST","967","Imidacloprid","0.017","0.01","M","Q","PM","R","FR","","NC","D","1","","CA","","0.50"
"FL0406210059STMI1","ST","679","Myclobutanil","0.0022","0.0013","M","Q","M","O","FR","","NC","D","1","","CA","","0.50"
"FL0406210060STMI1","ST","808","Fenpropathrin","0.13","0.018","M","","PM","R","FR","","NC","D","1","","CA","","2.0"
"FL0406210060STMI1","ST","679","Myclobutanil","0.085","0.0013","M","","M","O","FR","","NC","D","1","","CA","","0.50"
"FL0406210060STMI1","ST","102","Carbaryl","1.1","0.0018","M","","PM","R","FR","","NC","D","1","","CA","","10"
"FL0407210007STMI1","ST","052","Malathion","0.012","0.0007","M","","PM","O","FR","","NC","D","1","","CA","","8"
"FL0407210029STMI1","ST","011","Captan","0.48","0.019","M","","PM","O","FR","","NC","D","1","","CA","","25"
"FL0407210040STMI1","ST","052","Malathion","0.025","0.0007","M","","PM","O","FR","","NC","D","1","","TX","","8"
"FL0407210049STMI1","ST","011","Captan","0.13","0.019","M","","PM","O","FR","","NC","D","1","","CA","","25"
"FL0407210049STMI1","ST","679","Myclobutanil","0.0022","0.0013","M","Q","M","O","FR","","NC","D","1","","CA","","0.50"
"FL0407210049STMI1","ST","052","Malathion","0.0012","0.0007","M","Q","PM","O","FR","","NC","D","1","","CA","","8"
"FL0407210049STMI1","ST","B41","Fenhexamid","0.089","0.01","M","","PM","O","FR","","NC","D","1","","CA","","3.0"
"FL0407210057STMI1","ST","ABC","Spinosad A","0.035","0.021","M","Q","PM","O","FR","","NC","L","1","","CA","","1.0"
"FL0407210057STMI1","ST","679","Myclobutanil","0.035","0.0013","M","","M","O","FR","","NC","L","1","","CA","","0.50"
"FL0407210057STMI1","ST","052","Malathion","0.029","0.0007","M","","PM","O","FR","","NC","L","1","","CA","","8"
"FL0408170002STMI1","ST","052","Malathion","0.038","0.0007","M","","PM","O","FR","","NC","D","1","","CA","","8"
"FL0408170002STMI1","ST","011","Captan","0.27","0.019","M","","ME","O","FR","","NC","D","1","","CA","","25"
"FL0408170002STMI1","ST","ADW","Triazole alanine (TA)","0.06","0.036","M","QV","M","O","FR","","NC","D","1","","CA","","NT"
"FL0408170019STMI1","ST","011","Captan","0.11","0.019","M","","ME","O","FR","","NC","H","1","","CA","","25"
"FL0408170019STMI1","ST","338","Dichlorvos (DDVP)","0.0033","0.0007","M","","PM","O","FR","","NC","H","1","","CA","","1"
"FL0408170023STMI1","ST","B41","Fenhexamid","0.3","0.01","M","","PM","O","FR","","NC","D","1","","CA","","3.0"
"FL0408170023STMI1","ST","338","Dichlorvos (DDVP)","0.027","0.0007","M","","PM","O","FR","","NC","D","1","","CA","","1"
"FL0408170023STMI1","ST","208","Malathion oxygen analog","0.01","0.0009","M","V","PM","O","FR","","NC","D","1","","CA","","NT"
"FL0408170023STMI1","ST","052","Malathion","0.11","0.0007","M","","PM","O","FR","","NC","D","1","","CA","","8"
"FL0408170023STMI1","ST","679","Myclobutanil","0.062","0.0013","M","","M","O","FR","","NC","D","1","","CA","","0.50"
"FL0408170023STMI1","ST","ADW","Triazole alanine (TA)","0.06","0.036","M","QV","M","O","FR","","NC","D","1","","CA","","NT"
"FL0408170029STMI1","ST","808","Fenpropathrin","0.23","0.018","M","","PM","O","FR","","NC","D","1","","CA","","2.0"
"FL0408170029STMI1","ST","ADW","Triazole alanine (TA)","0.06","0.036","M","QV","M","O","FR","","NC","D","1","","CA","","NT"
"FL0408170056STMI1","ST","B41","Fenhexamid","0.12","0.01","M","","PM","O","FR","","NC","D","1","","CA","","3.0"
"FL0409200004STMI1","ST","B41","Fenhexamid","0.098","0.01","M","","PM","O","FR","","NC","D","1","","CA","","3.0"
"FL0409200025STMI1","ST","679","Myclobutanil","0.0077","0.0013","M","","M","O","FR","","NC","D","1","","CA","","0.50"
"FL0409200025STMI1","ST","208","Malathion oxygen analog","0.0015","0.0009","M","QV","PM","O","FR","","NC","D","1","","CA","","NT"
"FL0409200025STMI1","ST","808","Fenpropathrin","0.064","0.018","M","","PM","O","FR","","NC","D","1","","CA","","2.0"
"FL0409200025STMI1","ST","B41","Fenhexamid","0.059","0.01","M","","PM","O","FR","","NC","D","1","","CA","","3.0"
"FL0409200025STMI1","ST","102","Carbaryl","0.026","0.0018","M","","PM","O","FR","","NC","D","1","","CA","","10"
"FL0409200038STMI1P","ST","102","Carbaryl","0.25","0.0018","M","","PM","O","FR","","NC","L","1","","CA","","10"
"FL0409200038STMI1P","ST","052","Malathion","0.026","0.0007","M","","PM","O","FR","","NC","L","1","","CA","","8"
"FL0409200038STMI1P","ST","679","Myclobutanil","0.01","0.0013","M","","M","O","FR","","NC","L","1","","CA","","0.50"
"FL0409200052STMI1","ST","679","Myclobutanil","0.0022","0.0013","M","Q","M","O","FR","","NC","D","1","","CA","","0.50"
"FL0409200052STMI1","ST","011","Captan","0.032","0.019","M","Q","PM","O","FR","","NC","D","1","","CA","","25"
"FL0409200062STMI1","ST","679","Myclobutanil","0.19","0.0013","M","","M","O","FR","","NC","L","1","","CA","","0.50"
"FL0409200062STMI1","ST","204","Acephate","0.0054","0.0013","M","","PM","O","FR","","NC","L","1","","CA","","0.02"
"FL0409200062STMI1","ST","052","Malathion","0.0012","0.0007","M","Q","PM","O","FR","","NC","L","1","","CA","","8"
"FL0410180004STMI1","ST","626","Iprodione","0.048","0.029","M","Q","PM","O","FR","","NC","D","1","","CA","","15"
"FL0410180004STMI1","ST","011","Captan","0.032","0.019","M","Q","PM","O","FR","","NC","D","1","","CA","","25"
"FL0410180023STMI1","ST","011","Captan","0.63","0.019","M","","PM","O","FR","","NC","D","1","","","","25"
"FL0410180025STMI1","ST","011","Captan","0.29","0.019","M","","PM","O","FR","","NC","D","1","","CA","","25"
"FL0410180025STMI1","ST","808","Fenpropathrin","0.03","0.018","M","Q","PM","O","FR","","NC","D","1","","CA","","2.0"
"FL0410180026STMI1","ST","160","Chlorpyrifos","0.0013","0.0008","M","Q","PM","O","FR","","NC","D","1","","CA","","0.2"
"FL0410180026STMI1","ST","011","Captan","0.53","0.019","M","","PM","O","FR","","NC","D","1","","CA","","25"
"FL0410180026STMI1","ST","B22","Cyprodinil","0.39","0.092","M","","PM","O","FR","","NC","D","1","","CA","","5.0"
"FL0410180029STMI1","ST","679","Myclobutanil","0.12","0.0013","M","","M","O","FR","","NC","D","1","","CA","","0.50"
"FL0410180056STMI1","ST","208","Malathion oxygen analog","0.0015","0.0009","M","QV","PM","O","FR","","NC","D","1","","CA","","NT"
"FL0411140029STMI1","ST","011","Captan","0.12","0.019","M","","PM","O","FR","","NC","D","1","","CA","","25"
"FL0411140029STMI1","ST","679","Myclobutanil","0.0022","0.0013","M","Q","M","O","FR","","NC","D","1","","CA","","0.50"
"FL0411150040STMI1","ST","011","Captan","0.28","0.019","M","","PM","O","FR","","NC","L","1","","TX","","25"
"FL0411150040STMI1","ST","679","Myclobutanil","0.0022","0.0013","M","Q","M","O","FR","","NC","L","1","","TX","","0.50"
"FL0411150044STMI1","ST","B41","Fenhexamid","0.4","0.01","M","","PM","O","FR","","NC","D","1","","CA","","3.0"
"FL0411150059STMI1","ST","B41","Fenhexamid","0.21","0.01","M","","PM","O","FR","","NC","D","1","","CA","","3.0"
"FL0411150064STMI1","ST","011","Captan","0.34","0.019","M","","PM","O","FR","","NC","D","1","","CA","","25"
"FL0411150064STMI1","ST","679","Myclobutanil","0.0051","0.0013","M","","M","O","FR","","NC","D","1","","CA","","0.50"
"FL0411150064STMI1","ST","B41","Fenhexamid","0.3","0.01","M","","PM","O","FR","","NC","D","1","","CA","","3.0"
"FL0411150064STMI1","ST","ADW","Triazole alanine (TA)","0.06","0.036","M","QV","M","O","FR","","NC","D","1","","CA","","NT"
"FL0412200044STMI1","ST","679","Myclobutanil","0.0022","0.0013","M","Q","M","O","FR","","NC","D","1","","CA","","0.50"
"FL0412200044STMI1","ST","ABC","Spinosad A","0.035","0.021","M","Q","ME","O","FR","","NC","D","1","","CA","","1.0"
