"Program","Year","Period","Week Ending","State","State ANSI","Data Item","Data label 1","Data label 2","Value","CV (%)"
"SURVEY",2018,"YEAR",NA,"WASHINGTON","53","NOT SOLD - PRODUCTION","MEASURED IN CWT",NA,"200",NA
"SURVEY",2018,"YEAR",NA,"WASHINGTON","53","PROCESSING - PRODUCTION","MEASURED IN $",NA,"(D)",NA
"SURVEY",2018,"YEAR",NA,"WASHINGTON","53","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN CWT","(D)",NA
"SURVEY",2018,"YEAR",NA,"WASHINGTON","53","UTILIZED - PRODUCTION","MEASURED IN CWT",NA,"89,800",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","ACRES HARVESTED",NA,NA,"36,400",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","ACRES PLANTED",NA,NA,"36,500",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","PRODUCTION","MEASURED IN $",NA,"3,030,953,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","PRODUCTION","MEASURED IN CWT",NA,"28,938,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","YIELD","MEASURED IN CWT / ACRE",NA,"795",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"2,829,210,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","FRESH MARKET","UTILIZED - PRODUCTION","MEASURED IN CWT","23,381,900",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","NOT SOLD - PRODUCTION","MEASURED IN CWT",NA,"28,900",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","PROCESSING - PRODUCTION","MEASURED IN $",NA,"201,743,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN CWT","5,527,200",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN TONS","276,358",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","UTILIZED - PRODUCTION","MEASURED IN CWT",NA,"28,909,100",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"FLORIDA","12","ACRES HARVESTED",NA,NA,"9,900",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"FLORIDA","12","ACRES PLANTED",NA,NA,"10,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"FLORIDA","12","PRODUCTION","MEASURED IN $",NA,"292,050,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"FLORIDA","12","PRODUCTION","MEASURED IN CWT",NA,"2,475,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"FLORIDA","12","YIELD","MEASURED IN CWT / ACRE",NA,"250",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"FLORIDA","12","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"292,050,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"FLORIDA","12","FRESH MARKET","UTILIZED - PRODUCTION","MEASURED IN CWT","2,475,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"FLORIDA","12","NOT SOLD - PRODUCTION","MEASURED IN CWT",NA,"0",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"FLORIDA","12","PROCESSING - PRODUCTION","MEASURED IN $",NA,"0",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"FLORIDA","12","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN CWT","0",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"FLORIDA","12","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN TONS","0",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"FLORIDA","12","UTILIZED - PRODUCTION","MEASURED IN CWT",NA,"2,475,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NEW YORK","36","ACRES HARVESTED",NA,NA,"700",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NEW YORK","36","ACRES PLANTED",NA,NA,"800",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NEW YORK","36","PRODUCTION","MEASURED IN $",NA,"6,229,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NEW YORK","36","PRODUCTION","MEASURED IN CWT",NA,"30,800",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NEW YORK","36","YIELD","MEASURED IN CWT / ACRE",NA,"44",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NEW YORK","36","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"(D)",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NEW YORK","36","FRESH MARKET","UTILIZED - PRODUCTION","MEASURED IN CWT","(D)",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NEW YORK","36","NOT SOLD - PRODUCTION","MEASURED IN CWT",NA,"200",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NEW YORK","36","PROCESSING - PRODUCTION","MEASURED IN $",NA,"(D)",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NEW YORK","36","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN CWT","(D)",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NEW YORK","36","UTILIZED - PRODUCTION","MEASURED IN CWT",NA,"30,600",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NORTH CAROLINA","37","ACRES HARVESTED",NA,NA,"1,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NORTH CAROLINA","37","ACRES PLANTED",NA,NA,"1,100",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NORTH CAROLINA","37","PRODUCTION","MEASURED IN $",NA,"21,375,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NORTH CAROLINA","37","PRODUCTION","MEASURED IN CWT",NA,"125,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NORTH CAROLINA","37","YIELD","MEASURED IN CWT / ACRE",NA,"125",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NORTH CAROLINA","37","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"21,375,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NORTH CAROLINA","37","FRESH MARKET","UTILIZED - PRODUCTION","MEASURED IN CWT","125,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NORTH CAROLINA","37","NOT SOLD - PRODUCTION","MEASURED IN CWT",NA,"0",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NORTH CAROLINA","37","PROCESSING - PRODUCTION","MEASURED IN $",NA,"0",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NORTH CAROLINA","37","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN CWT","0",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NORTH CAROLINA","37","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN TONS","0",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"NORTH CAROLINA","37","UTILIZED - PRODUCTION","MEASURED IN CWT",NA,"125,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"OREGON","41","ACRES HARVESTED",NA,NA,"1,100",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"OREGON","41","ACRES PLANTED",NA,NA,"1,300",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"OREGON","41","PRODUCTION","MEASURED IN $",NA,"11,687,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"OREGON","41","PRODUCTION","MEASURED IN CWT",NA,"110,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"OREGON","41","YIELD","MEASURED IN CWT / ACRE",NA,"100",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"OREGON","41","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"(D)",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"OREGON","41","FRESH MARKET","UTILIZED - PRODUCTION","MEASURED IN CWT","(D)",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"OREGON","41","NOT SOLD - PRODUCTION","MEASURED IN CWT",NA,"700",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"OREGON","41","PROCESSING - PRODUCTION","MEASURED IN $",NA,"(D)",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"OREGON","41","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN CWT","(D)",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"OREGON","41","UTILIZED - PRODUCTION","MEASURED IN CWT",NA,"109,300",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"WASHINGTON","53","ACRES HARVESTED",NA,NA,"820",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"WASHINGTON","53","ACRES PLANTED",NA,NA,"900",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"WASHINGTON","53","PRODUCTION","MEASURED IN $",NA,"9,167,000",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"WASHINGTON","53","PRODUCTION","MEASURED IN CWT",NA,"86,100",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"WASHINGTON","53","YIELD","MEASURED IN CWT / ACRE",NA,"105",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"WASHINGTON","53","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"(D)",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"WASHINGTON","53","FRESH MARKET","UTILIZED - PRODUCTION","MEASURED IN CWT","(D)",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"WASHINGTON","53","NOT SOLD - PRODUCTION","MEASURED IN CWT",NA,"300",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"WASHINGTON","53","PROCESSING - PRODUCTION","MEASURED IN $",NA,"(D)",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"WASHINGTON","53","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN CWT","(D)",NA
"SURVEY",2018,"YEAR - AUG FORECAST",NA,"WASHINGTON","53","UTILIZED - PRODUCTION","MEASURED IN CWT",NA,"85,800",NA
"SURVEY",2017,"MARKETING YEAR",NA,"CALIFORNIA","06","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"103",NA
"SURVEY",2017,"MARKETING YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"123",NA
"SURVEY",2017,"MARKETING YEAR",NA,"CALIFORNIA","06","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"35",NA
"SURVEY",2017,"MARKETING YEAR",NA,"CALIFORNIA","06","PROCESSING - PRICE RECEIVED","MEASURED IN $ / TON",NA,"645",NA
"SURVEY",2017,"MARKETING YEAR",NA,"FLORIDA","12","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"140",NA
"SURVEY",2017,"MARKETING YEAR",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"(D)",NA
"SURVEY",2017,"MARKETING YEAR",NA,"FLORIDA","12","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"(D)",NA
"SURVEY",2017,"MARKETING YEAR",NA,"FLORIDA","12","PROCESSING - PRICE RECEIVED","MEASURED IN $ / TON",NA,"(D)",NA
"SURVEY",2017,"MARKETING YEAR",NA,"NEW YORK","36","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"229",NA
"SURVEY",2017,"MARKETING YEAR",NA,"NEW YORK","36","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"(D)",NA
"SURVEY",2017,"MARKETING YEAR",NA,"NEW YORK","36","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"(D)",NA
"SURVEY",2017,"MARKETING YEAR",NA,"NEW YORK","36","PROCESSING - PRICE RECEIVED","MEASURED IN $ / TON",NA,"(D)",NA
"SURVEY",2017,"MARKETING YEAR",NA,"NORTH CAROLINA","37","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"166",NA
"SURVEY",2017,"MARKETING YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"168",NA
"SURVEY",2017,"MARKETING YEAR",NA,"NORTH CAROLINA","37","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"51.9",NA
"SURVEY",2017,"MARKETING YEAR",NA,"NORTH CAROLINA","37","PROCESSING - PRICE RECEIVED","MEASURED IN $ / TON",NA,"1,040",NA
"SURVEY",2017,"MARKETING YEAR",NA,"OREGON","41","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"110",NA
"SURVEY",2017,"MARKETING YEAR",NA,"OREGON","41","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"195",NA
"SURVEY",2017,"MARKETING YEAR",NA,"OREGON","41","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"93.5",NA
"SURVEY",2017,"MARKETING YEAR",NA,"OREGON","41","PROCESSING - PRICE RECEIVED","MEASURED IN $ / TON",NA,"1,870",NA
"SURVEY",2017,"MARKETING YEAR",NA,"WASHINGTON","53","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"107",NA
"SURVEY",2017,"MARKETING YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"(D)",NA
"SURVEY",2017,"MARKETING YEAR",NA,"WASHINGTON","53","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"(D)",NA
"SURVEY",2017,"MARKETING YEAR",NA,"WASHINGTON","53","PROCESSING - PRICE RECEIVED","MEASURED IN $ / TON",NA,"(D)",NA
"SURVEY",2017,"WEEK #13",2017-04-02,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT EXCELLENT",NA,"11",NA
"SURVEY",2017,"WEEK #13",2017-04-02,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT FAIR",NA,"18",NA
"SURVEY",2017,"WEEK #13",2017-04-02,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT GOOD",NA,"69",NA
"SURVEY",2017,"WEEK #13",2017-04-02,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT POOR",NA,"1",NA
"SURVEY",2017,"WEEK #13",2017-04-02,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT VERY POOR",NA,"1",NA
"SURVEY",2017,"WEEK #15",2017-04-16,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT EXCELLENT",NA,"12",NA
"SURVEY",2017,"WEEK #15",2017-04-16,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT FAIR",NA,"21",NA
"SURVEY",2017,"WEEK #15",2017-04-16,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT GOOD",NA,"66",NA
"SURVEY",2017,"WEEK #15",2017-04-16,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT POOR",NA,"1",NA
"SURVEY",2017,"WEEK #15",2017-04-16,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT VERY POOR",NA,"0",NA
"SURVEY",2017,"WEEK #17",2017-04-30,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT EXCELLENT",NA,"12",NA
"SURVEY",2017,"WEEK #17",2017-04-30,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT FAIR",NA,"25",NA
"SURVEY",2017,"WEEK #17",2017-04-30,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT GOOD",NA,"57",NA
"SURVEY",2017,"WEEK #17",2017-04-30,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT POOR",NA,"4",NA
"SURVEY",2017,"WEEK #17",2017-04-30,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT VERY POOR",NA,"2",NA
"SURVEY",2017,"WEEK #19",2017-05-14,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT EXCELLENT",NA,"6",NA
"SURVEY",2017,"WEEK #19",2017-05-14,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT FAIR",NA,"23",NA
"SURVEY",2017,"WEEK #19",2017-05-14,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT GOOD",NA,"63",NA
"SURVEY",2017,"WEEK #19",2017-05-14,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT POOR",NA,"5",NA
"SURVEY",2017,"WEEK #19",2017-05-14,"NORTH CAROLINA","37","CONDITION","MEASURED IN PCT VERY POOR",NA,"3",NA
"SURVEY",2017,"YEAR",NA,"CALIFORNIA","06","ACRES HARVESTED",NA,NA,"38,100",NA
"SURVEY",2017,"YEAR",NA,"CALIFORNIA","06","ACRES PLANTED",NA,NA,"39,000",NA
"SURVEY",2017,"YEAR",NA,"CALIFORNIA","06","PRODUCTION","MEASURED IN $",NA,"2,530,903,000",NA
"SURVEY",2017,"YEAR",NA,"CALIFORNIA","06","PRODUCTION","MEASURED IN CWT",NA,"24,574,500",NA
"SURVEY",2017,"YEAR",NA,"CALIFORNIA","06","YIELD","MEASURED IN CWT / ACRE",NA,"645",NA
"SURVEY",2017,"YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"2,336,520,000",NA
"SURVEY",2017,"YEAR",NA,"CALIFORNIA","06","FRESH MARKET","UTILIZED - PRODUCTION","MEASURED IN CWT","18,996,100",NA
"SURVEY",2017,"YEAR",NA,"CALIFORNIA","06","NOT SOLD - PRODUCTION","MEASURED IN CWT",NA,"24,600",NA
"SURVEY",2017,"YEAR",NA,"CALIFORNIA","06","PROCESSING - PRODUCTION","MEASURED IN $",NA,"194,383,000",NA
"SURVEY",2017,"YEAR",NA,"CALIFORNIA","06","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN CWT","5,553,800",NA
"SURVEY",2017,"YEAR",NA,"CALIFORNIA","06","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN TONS","270,313",NA
"SURVEY",2017,"YEAR",NA,"CALIFORNIA","06","UTILIZED - PRODUCTION","MEASURED IN CWT",NA,"24,549,900",NA
"SURVEY",2017,"YEAR",NA,"FLORIDA","12","ACRES HARVESTED",NA,NA,"9,500",NA
"SURVEY",2017,"YEAR",NA,"FLORIDA","12","ACRES PLANTED",NA,NA,"9,600",NA
"SURVEY",2017,"YEAR",NA,"FLORIDA","12","PRODUCTION","MEASURED IN $",NA,"299,114,000",NA
"SURVEY",2017,"YEAR",NA,"FLORIDA","12","PRODUCTION","MEASURED IN CWT",NA,"2,137,500",NA
"SURVEY",2017,"YEAR",NA,"FLORIDA","12","YIELD","MEASURED IN CWT / ACRE",NA,"225",NA
"SURVEY",2017,"YEAR",NA,"FLORIDA","12","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"(D)",NA
"SURVEY",2017,"YEAR",NA,"FLORIDA","12","FRESH MARKET","UTILIZED - PRODUCTION","MEASURED IN CWT","(D)",NA
"SURVEY",2017,"YEAR",NA,"FLORIDA","12","NOT SOLD - PRODUCTION","MEASURED IN CWT",NA,"0",NA
"SURVEY",2017,"YEAR",NA,"FLORIDA","12","PROCESSING - PRODUCTION","MEASURED IN $",NA,"(D)",NA
"SURVEY",2017,"YEAR",NA,"FLORIDA","12","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN CWT","(D)",NA
"SURVEY",2017,"YEAR",NA,"FLORIDA","12","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN TONS","(D)",NA
"SURVEY",2017,"YEAR",NA,"FLORIDA","12","UTILIZED - PRODUCTION","MEASURED IN CWT",NA,"2,137,500",NA
"SURVEY",2017,"YEAR",NA,"NEW YORK","36","ACRES HARVESTED",NA,NA,"1,200",NA
"SURVEY",2017,"YEAR",NA,"NEW YORK","36","ACRES PLANTED",NA,NA,"1,300",NA
"SURVEY",2017,"YEAR",NA,"NEW YORK","36","PRODUCTION","MEASURED IN $",NA,"10,415,000",NA
"SURVEY",2017,"YEAR",NA,"NEW YORK","36","PRODUCTION","MEASURED IN CWT",NA,"46,800",NA
"SURVEY",2017,"YEAR",NA,"NEW YORK","36","YIELD","MEASURED IN CWT / ACRE",NA,"39",NA
"SURVEY",2017,"YEAR",NA,"NEW YORK","36","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"(D)",NA
"SURVEY",2017,"YEAR",NA,"NEW YORK","36","FRESH MARKET","UTILIZED - PRODUCTION","MEASURED IN CWT","(D)",NA
"SURVEY",2017,"YEAR",NA,"NEW YORK","36","NOT SOLD - PRODUCTION","MEASURED IN CWT",NA,"1,300",NA
"SURVEY",2017,"YEAR",NA,"NEW YORK","36","PROCESSING - PRODUCTION","MEASURED IN $",NA,"(D)",NA
"SURVEY",2017,"YEAR",NA,"NEW YORK","36","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN CWT","(D)",NA
"SURVEY",2017,"YEAR",NA,"NEW YORK","36","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN TONS","(D)",NA
"SURVEY",2017,"YEAR",NA,"NEW YORK","36","UTILIZED - PRODUCTION","MEASURED IN CWT",NA,"45,500",NA
"SURVEY",2017,"YEAR",NA,"NORTH CAROLINA","37","ACRES HARVESTED",NA,NA,"1,000",NA
"SURVEY",2017,"YEAR",NA,"NORTH CAROLINA","37","ACRES PLANTED",NA,NA,"1,100",NA
"SURVEY",2017,"YEAR",NA,"NORTH CAROLINA","37","PRODUCTION","MEASURED IN $",NA,"21,308,000",NA
"SURVEY",2017,"YEAR",NA,"NORTH CAROLINA","37","PRODUCTION","MEASURED IN CWT",NA,"135,000",NA
"SURVEY",2017,"YEAR",NA,"NORTH CAROLINA","37","YIELD","MEASURED IN CWT / ACRE",NA,"135",NA
"SURVEY",2017,"YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"21,168,000",NA
"SURVEY",2017,"YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET","UTILIZED - PRODUCTION","MEASURED IN CWT","126,000",NA
"SURVEY",2017,"YEAR",NA,"NORTH CAROLINA","37","NOT SOLD - PRODUCTION","MEASURED IN CWT",NA,"6,300",NA
"SURVEY",2017,"YEAR",NA,"NORTH CAROLINA","37","PROCESSING - PRODUCTION","MEASURED IN $",NA,"140,000",NA
"SURVEY",2017,"YEAR",NA,"NORTH CAROLINA","37","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN CWT","2,700",NA
"SURVEY",2017,"YEAR",NA,"NORTH CAROLINA","37","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN TONS","149",NA
"SURVEY",2017,"YEAR",NA,"NORTH CAROLINA","37","UTILIZED - PRODUCTION","MEASURED IN CWT",NA,"128,700",NA
"SURVEY",2017,"YEAR",NA,"OREGON","41","ACRES HARVESTED",NA,NA,"2,200",NA
"SURVEY",2017,"YEAR",NA,"OREGON","41","ACRES PLANTED",NA,NA,"2,400",NA
"SURVEY",2017,"YEAR",NA,"OREGON","41","PRODUCTION","MEASURED IN $",NA,"22,048,000",NA
"SURVEY",2017,"YEAR",NA,"OREGON","41","PRODUCTION","MEASURED IN CWT",NA,"200,200",NA
"SURVEY",2017,"YEAR",NA,"OREGON","41","YIELD","MEASURED IN CWT / ACRE",NA,"91",NA
"SURVEY",2017,"YEAR",NA,"OREGON","41","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"6,396,000",NA
"SURVEY",2017,"YEAR",NA,"OREGON","41","FRESH MARKET","UTILIZED - PRODUCTION","MEASURED IN CWT","32,800",NA
"SURVEY",2017,"YEAR",NA,"OREGON","41","NOT SOLD - PRODUCTION","MEASURED IN CWT",NA,"0",NA
"SURVEY",2017,"YEAR",NA,"OREGON","41","PROCESSING - PRODUCTION","MEASURED IN $",NA,"15,652,000",NA
"SURVEY",2017,"YEAR",NA,"OREGON","41","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN CWT","167,400",NA
"SURVEY",2017,"YEAR",NA,"OREGON","41","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN TONS","4,565",NA
"SURVEY",2017,"YEAR",NA,"OREGON","41","UTILIZED - PRODUCTION","MEASURED IN CWT",NA,"200,200",NA
"SURVEY",2017,"YEAR",NA,"WASHINGTON","53","ACRES HARVESTED",NA,NA,"1,200",NA
"SURVEY",2017,"YEAR",NA,"WASHINGTON","53","ACRES PLANTED",NA,NA,"1,300",NA
"SURVEY",2017,"YEAR",NA,"WASHINGTON","53","PRODUCTION","MEASURED IN $",NA,"12,025,000",NA
"SURVEY",2017,"YEAR",NA,"WASHINGTON","53","PRODUCTION","MEASURED IN CWT",NA,"114,000",NA
"SURVEY",2017,"YEAR",NA,"WASHINGTON","53","YIELD","MEASURED IN CWT / ACRE",NA,"95",NA
"SURVEY",2017,"YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"(D)",NA
"SURVEY",2017,"YEAR",NA,"WASHINGTON","53","FRESH MARKET","UTILIZED - PRODUCTION","MEASURED IN CWT","(D)",NA
"SURVEY",2017,"YEAR",NA,"WASHINGTON","53","NOT SOLD - PRODUCTION","MEASURED IN CWT",NA,"1,100",NA
"SURVEY",2017,"YEAR",NA,"WASHINGTON","53","PROCESSING - PRODUCTION","MEASURED IN $",NA,"(D)",NA
"SURVEY",2017,"YEAR",NA,"WASHINGTON","53","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN CWT","(D)",NA
"SURVEY",2017,"YEAR",NA,"WASHINGTON","53","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN TONS","(D)",NA
"SURVEY",2017,"YEAR",NA,"WASHINGTON","53","UTILIZED - PRODUCTION","MEASURED IN CWT",NA,"112,900",NA
"SURVEY",2017,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","ACRES HARVESTED",NA,NA,"39,000",NA
"SURVEY",2017,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","PRODUCTION","MEASURED IN $",NA,"1,696,140,000",NA
"SURVEY",2017,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","PRODUCTION","MEASURED IN CWT",NA,"27,690,000",NA
"SURVEY",2017,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","YIELD","MEASURED IN CWT / ACRE",NA,"710",NA
"SURVEY",2017,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"1,466,190,000",NA
"SURVEY",2017,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","FRESH MARKET","UTILIZED - PRODUCTION","MEASURED IN CWT","22,215,000",NA
"SURVEY",2017,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","NOT SOLD - PRODUCTION","MEASURED IN CWT",NA,"0",NA
"SURVEY",2017,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","PROCESSING - PRODUCTION","MEASURED IN $",NA,"229,950,000",NA
"SURVEY",2017,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN CWT","5,475,000",NA
"SURVEY",2017,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN TONS","273,750",NA
"SURVEY",2017,"YEAR - AUG FORECAST",NA,"CALIFORNIA","06","UTILIZED - PRODUCTION","MEASURED IN CWT",NA,"27,690,000",NA
