"Sample ID","Commod","Pesticide Code","Pesticide Name","Test Class","Concentration","LOD","pp_","Confirm 1","Confirm 2","Annotate","Quantitate","Mean","Extract","Determ","EPA Tolerance (ppm)","pesticide_name_clean"
"NY0006140009STFL2","ST","102","Carbaryl","E",0.017,0.01,"M","D",NA,"Q","H","O","553","12","10","carbaryl"
"NY0006140079STFL2","ST","052","Malathion","C",0.013,0.008,"M","D",NA,"Q","M","O","551","16","8","malathion"
"NY0006140113STFL2","ST","159","Methomyl","E",0.52,0.017,"M","D",NA,NA,"H","O","553","12","2","methomyl"
"NY0006140151STFL2","ST","159","Methomyl","E",0.028,0.017,"M","D",NA,"Q","H","O","553","12","2","methomyl"
"NY0007240100STFL2","ST","102","Carbaryl","E",0.035,0.01,"M","D",NA,NA,"H","O","553","12","10","carbaryl"
"NY0007240113STFL2","ST","052","Malathion","C",0.013,0.008,"M","D",NA,"Q","M","O","551","16","8","malathion"
"NY0007240138STFL2","ST","052","Malathion","C",0.046,0.008,"M","D",NA,NA,"M","O","551","16","8","malathion"
"NY0007240177STFL2","ST","102","Carbaryl","E",0.68,0.01,"M","D",NA,NA,"H","O","553","12","10","carbaryl"
"NY0007240254STFL2","ST","052","Malathion","C",0.013,0.008,"M","D",NA,"Q","M","O","551","16","8","malathion"
"NY0008290006STFL2","ST","102","Carbaryl","E",0.017,0.01,"M","D",NA,"Q","H","O","553","12","10","carbaryl"
"NY0008290017STFL2","ST","102","Carbaryl","E",0.23,0.01,"M","D",NA,NA,"H","O","553","12","10","carbaryl"
"NY0008290032STFL2","ST","052","Malathion","C",0.038,0.008,"M","D",NA,NA,"M","O","551","16","8","malathion"
"NY0009250017STFL2","ST","052","Malathion","C",0.013,0.008,"M","D",NA,"Q","M","O","551","16","8","malathion"
"NY0009250061STFL2","ST","102","Carbaryl","E",0.043,0.01,"M","D",NA,NA,"H","O","553","12","10","carbaryl"
"OH0001040410STFL2","ST","102","Carbaryl","E",0.017,0.01,"M","D",NA,"Q","H","O","553","12","10","carbaryl"
"OH0003060202STFL2","ST","159","Methomyl","E",0.086,0.017,"M","D",NA,NA,"H","O","553","12","2","methomyl"
"OH0005010104STFL2","ST","930","Bifenthrin","O",0.042,0.025,"M","D",NA,"Q","M","O","551","60","3","bifenthrin"
"OH0006050215STFL2","ST","052","Malathion","C",0.013,0.008,"M","D",NA,"Q","M","O","551","16","8","malathion"
"OH0007170113STFL2","ST","102","Carbaryl","E",0.017,0.01,"M","D",NA,"Q","H","O","553","12","10","carbaryl"
"OH0007170206STFL2","ST","901","Endosulfan II","A",0.013,0.008,"M","D",NA,"Q","M","O","551","60","2","endosulfan ii"
"OH0007170229STFL2","ST","102","Carbaryl","E",0.14,0.01,"M","D",NA,NA,"H","O","553","12","10","carbaryl"
"OH0007170401STFL2","ST","052","Malathion","C",0.013,0.008,"M","D",NA,"Q","M","O","551","16","8","malathion"
"OH0008210105STFL2","ST","159","Methomyl","E",0.028,0.017,"M","D",NA,"Q","H","O","553","12","2","methomyl"
"OH0008210210STFL2","ST","052","Malathion","C",0.013,0.008,"M","D",NA,"Q","M","O","551","16","8","malathion"
"OH0008210400STFL2","ST","052","Malathion","C",0.013,0.008,"M","D",NA,"Q","M","O","551","16","8","malathion"
"OH0009180401STFL2","ST","901","Endosulfan II","A",0.013,0.008,"M","D",NA,"Q","M","O","551","60","2","endosulfan ii"
"TX0002070407STFL2","ST","902","Endosulfan sulfate","A",0.013,0.008,"M","D",NA,"Q","M","O","551","60","2","endosulfan sulfate"
"TX0003060105STFL2","ST","052","Malathion","C",0.049,0.008,"M","D",NA,NA,"M","O","551","16","8","malathion"
"TX0005010030STFL2","ST","102","Carbaryl","E",0.26,0.01,"M","D",NA,NA,"H","O","553","12","10","carbaryl"
"TX0005010104STFL2","ST","052","Malathion","C",0.013,0.008,"M","D",NA,"Q","M","O","551","16","8","malathion"
"TX0006050107STFL2","ST","052","Malathion","C",0.013,0.008,"M","D",NA,"Q","M","O","551","16","8","malathion"
"TX0006050405STFL2","ST","052","Malathion","C",0.013,0.008,"M","D",NA,"Q","M","O","551","16","8","malathion"
"TX0006050409STFL2","ST","052","Malathion","C",0.013,0.008,"M","D",NA,"Q","M","O","551","16","8","malathion"
"TX0007170030STFL2","ST","102","Carbaryl","E",0.017,0.01,"M","D",NA,"Q","H","O","553","12","10","carbaryl"
"TX0007170104STFL2","ST","159","Methomyl","E",0.62,0.017,"M","D",NA,NA,"H","O","553","12","2","methomyl"
"TX0007170405STFL2","ST","052","Malathion","C",0.03,0.008,"M","D",NA,NA,"M","O","551","16","8","malathion"
"TX0007180409STFL2","ST","102","Carbaryl","E",0.97,0.01,"M","D",NA,NA,"M","O","553","12","10","carbaryl"
"TX0008210104STFL2","ST","102","Carbaryl","E",0.059,0.01,"M","D",NA,NA,"H","O","553","12","10","carbaryl"
"TX0008210408STFL2","ST","159","Methomyl","E",0.17,0.017,"M","D",NA,NA,"H","O","553","12","2","methomyl"
"TX0008210419STFL2","ST","102","Carbaryl","E",0.51,0.01,"M","D",NA,NA,"H","O","553","12","10","carbaryl"
"TX0009180104STFL2","ST","052","Malathion","C",0.064,0.008,"M","D",NA,NA,"M","O","551","16","8","malathion"
"TX0009180201STFL2","ST","159","Methomyl","E",0.028,0.017,"M","D",NA,"Q","H","O","553","12","2","methomyl"
"TX0009180405STFL2","ST","102","Carbaryl","E",0.46,0.01,"M","D",NA,NA,"H","O","553","12","10","carbaryl"
"TX0009180419STFL2","ST","102","Carbaryl","E",0.017,0.01,"M","D",NA,"Q","H","O","553","12","10","carbaryl"
"WA0002070016STFL2","ST","102","Carbaryl","E",0.062,0.01,"M","D","I",NA,"H","O","553","12","10","carbaryl"
"WA0005010003STFL2","ST","102","Carbaryl","E",0.27,0.01,"M","D",NA,NA,"H","O","553","12","10","carbaryl"
"WA0005010031STFL2","ST","159","Methomyl","E",2.1,0.017,"M","D",NA,NA,"H","O","553","12","2","methomyl"
"WA0006050002STFL2","ST","052","Malathion","C",0.042,0.008,"M","D","I",NA,"M","O","551","16","8","malathion"
"WA0007170001STFL2","ST","159","Methomyl","E",0.25,0.017,"M","D",NA,NA,"H","O","553","12","2","methomyl"
"WA0007170004STFL2","ST","102","Carbaryl","E",0.77,0.01,"M","D",NA,NA,"H","O","553","12","10","carbaryl"
"WA0007170008STFL2","ST","102","Carbaryl","E",0.24,0.01,"M","D",NA,NA,"H","O","553","12","10","carbaryl"
"WA0007170030STFL2","ST","159","Methomyl","E",0.87,0.017,"M","D",NA,NA,"H","O","553","12","2","methomyl"
"WA0009180001STFL2","ST","052","Malathion","C",0.013,0.008,"M","D",NA,"Q","M","O","551","16","8","malathion"
"WA0009180005STFL2","ST","901","Endosulfan II","A",0.013,0.008,"M","D",NA,"Q","M","O","551","60","2","endosulfan ii"
"WA0009180015STFL2","ST","052","Malathion","C",0.063,0.008,"M","D",NA,NA,"M","O","551","16","8","malathion"
"WI0006050118STFL2","ST","052","Malathion","C",0.013,0.008,"M","D",NA,"Q","M","O","551","16","8","malathion"
"WI0007170105STFL2","ST","901","Endosulfan II","A",0.013,0.008,"M","D",NA,"Q","M","O","551","60","2","endosulfan ii"
"WI0008210118STFL2","ST","052","Malathion","C",0.013,0.008,"M","D",NA,"Q","M","O","551","16","8","malathion"
"WI0009180115STFL2","ST","102","Carbaryl","E",0.037,0.01,"M","D",NA,NA,"H","O","553","12","10","carbaryl"
"WI0009180119STFL2","ST","052","Malathion","C",0.013,0.008,"M","D",NA,"Q","M","O","551","16","8","malathion"
"CA0401120140STCA1","ST","967","Imidacloprid","A",0.033,0.009,"M","LT",NA,NA,"M","O","553","62","0.5","imidacloprid"
"CA0403220128STCA1","ST","967","Imidacloprid","A",0.015,0.009,"M","LT",NA,"Q","SM","O","553","62","0.5","imidacloprid"
"CA0404190004STCA1","ST","024","Diazinon","C",0.009,0.002,"M","M","C",NA,"M","O","550","02","0.5","diazinon"
"CA0405240017STCA1","ST","052","Malathion","C",0.043,0.004,"M","M","C",NA,"M","O","550","02","8","malathion"
"CA0405240038STCA1","ST","B24","Pyriproxyfen","F",0.008,0.005,"M","MO",NA,"Q","SM","O","552","07","0.3","pyriproxyfen"
"CA0405240055STCA1","ST","967","Imidacloprid","A",0.015,0.009,"M","LT",NA,"Q","SM","O","553","62","0.5","imidacloprid"
"CA0405240128STCA1","ST","B24","Pyriproxyfen","F",0.008,0.005,"M","MO",NA,"Q","SM","O","552","07","0.3","pyriproxyfen"
"CA0405240152STCA1","ST","808","Fenpropathrin","O",0.033,0.02,"M","MO",NA,"Q","SM","O","552","07","2","fenpropathrin"
"CA0405240553STCA1","ST","808","Fenpropathrin","O",0.033,0.02,"M","MO",NA,"Q","SM","O","552","07","2","fenpropathrin"
"CA0406280049STCA1","ST","052","Malathion","C",0.007,0.004,"M","M","C","Q","M","O","550","02","8","malathion"
"CA0406280128STCA1","ST","159","Methomyl","E",0.023,0.014,"M","LT",NA,"Q","SM","O","553","62","2","methomyl"
"CA0406280447STCA1","ST","930","Bifenthrin","O",0.041,0.01,"M","MO",NA,NA,"SM","O","552","07","3","bifenthrin"
"CA0406280469STCA1","ST","159","Methomyl","E",0.72,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0406280470STCA1","ST","967","Imidacloprid","A",0.015,0.009,"M","LT",NA,"Q","SM","O","553","62","0.5","imidacloprid"
"CA0406290231STCA1","ST","930","Bifenthrin","O",0.017,0.01,"M","MO",NA,"Q","SM","O","552","07","3","bifenthrin"
"CA0406290277STCA1","ST","B24","Pyriproxyfen","F",0.018,0.005,"M","MO",NA,NA,"SM","O","552","07","0.3","pyriproxyfen"
"CA0407210128STCA1","ST","159","Methomyl","E",0.5,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0407210254STCA1","ST","159","Methomyl","E",0.95,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0407210307STCA1","ST","052","Malathion","C",0.02,0.004,"M","M","C",NA,"M","O","554","02","8","malathion"
"CA0407210470STCA1","ST","102","Carbaryl","E",0.003,0.002,"M","LT","M","Q","SM","O","553","62","10","carbaryl"
"CA0407210472STCA1","ST","159","Methomyl","E",0.42,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0407210484STCA1","ST","338","Dichlorvos (DDVP)","C",0.01,0.002,"M","M","C",NA,"M","O","554","02","1","dichlorvos (ddvp)"
"CA0407220562STCA1","ST","159","Methomyl","E",0.31,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0408180055STCA1","ST","052","Malathion","C",0.007,0.004,"M","C",NA,"Q","M","O","554","02","8","malathion"
"CA0408180111STCA1","ST","052","Malathion","C",0.024,0.004,"M","M","C",NA,"SM","O","554","02","8","malathion"
"CA0408180470STCA1","ST","967","Imidacloprid","A",0.015,0.009,"M","LT",NA,"Q","SM","O","553","62","0.5","imidacloprid"
"CA0408180540STCA1","ST","159","Methomyl","E",0.31,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0409220111STCA1","ST","AEM","Cyhalothrin, Lambda","O",0.017,0.01,"M","M","C",NA,"M","O","555","68","0.01","cyhalothrin, lambda"
"CA0409220128STCA1","ST","159","Methomyl","E",0.19,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0409220177STCA1","ST","808","Fenpropathrin","O",0.4,0.02,"M","MO",NA,NA,"SM","O","552","07","2","fenpropathrin"
"CA0409220223STCA1","ST","052","Malathion","C",0.007,0.004,"M","M","C","Q","M","O","554","02","8","malathion"
"CA0409220447STCA1","ST","052","Malathion","C",0.007,0.004,"M","M","C","Q","M","O","554","02","8","malathion"
"CA0409230049STCA1","ST","967","Imidacloprid","A",0.015,0.009,"M","LT",NA,"Q","SM","O","553","62","0.5","imidacloprid"
"CA0410200031STCA1","ST","159","Methomyl","E",0.023,0.014,"M","LT",NA,"Q","SM","O","553","62","2","methomyl"
"CA0410200038STCA1","ST","159","Methomyl","E",0.023,0.014,"M","LT",NA,"Q","SM","O","553","62","2","methomyl"
"CA0410200128STCA1","ST","159","Methomyl","E",0.062,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0410200274STCA1","ST","159","Methomyl","E",0.023,0.014,"M","LT",NA,"Q","SM","O","553","62","2","methomyl"
"CA0410200447STCA1","ST","159","Methomyl","E",0.023,0.014,"M","LT",NA,"Q","SM","O","553","62","2","methomyl"
"CA0411170017STCA1","ST","808","Fenpropathrin","O",0.35,0.02,"M","MO",NA,NA,"SM","O","552","07","2","fenpropathrin"
"CA0411170111STCA1","ST","052","Malathion","C",0.024,0.004,"M","M","C",NA,"M","O","554","02","8","malathion"
"CA0411170128STCA1","ST","102","Carbaryl","E",0.003,0.002,"M","LT",NA,"Q","SM","O","553","62","10","carbaryl"
"CA0411170252STCA1","ST","338","Dichlorvos (DDVP)","C",0.56,0.002,"M","M","C",NA,"M","O","554","02","1","dichlorvos (ddvp)"
"CA0411170307STCA1","ST","052","Malathion","C",0.007,0.004,"M","M","C","Q","M","O","554","02","8","malathion"
"CA0412200277STCA1","ST","808","Fenpropathrin","O",0.19,0.02,"M","MO",NA,NA,"SM","O","552","07","2","fenpropathrin"
"CA0412200406STCA1","ST","052","Malathion","C",0.015,0.004,"M","M","C",NA,"M","O","554","02","8","malathion"
"CA0412200470STCA1","ST","052","Malathion","C",0.026,0.004,"M","M","C",NA,"M","O","554","02","8","malathion"
"CA0412200562STCA1","ST","159","Methomyl","E",0.8,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CO0404260010STMI1","ST","808","Fenpropathrin","O",0.94,0.018,"M","MO",NA,NA,"PM","O","805","07","2","fenpropathrin"
"CO0405240001STMI1","ST","052","Malathion","C",0.018,7e-04,"M","M","C",NA,"PM","O","805","02","8","malathion"
"CO0405240005STMI1","ST","052","Malathion","C",0.0012,7e-04,"M","C",NA,"Q","PM","O","805","02","8","malathion"
"CO0406280008STMI1","ST","052","Malathion","C",0.0069,7e-04,"M","C",NA,NA,"PM","O","805","02","8","malathion"
"CO0407260001STMI1","ST","052","Malathion","C",0.0053,7e-04,"M","C",NA,NA,"PM","O","805","02","8","malathion"
"CO0410250013STMI1","ST","930","Bifenthrin","O",0.067,0.04,"M","MO",NA,"Q","PM","O","805","07","3","bifenthrin"
"FL0403150002STMI1","ST","930","Bifenthrin","O",0.067,0.04,"M","MO",NA,"Q","PM","O","805","07","3","bifenthrin"
"FL0406210009STMI1","ST","052","Malathion","C",0.003,7e-04,"M","C",NA,NA,"PM","R","805","02","8","malathion"
"FL0406210025STMI1","ST","102","Carbaryl","E",0.003,0.0018,"M","L",NA,"Q","PM","R","805","61","10","carbaryl"
"FL0406210056STMI1","ST","808","Fenpropathrin","O",0.03,0.018,"M","MO",NA,"Q","PM","R","805","07","2","fenpropathrin"
"FL0406210059STMI1","ST","967","Imidacloprid","A",0.017,0.01,"M","L",NA,"Q","PM","R","805","61","0.5","imidacloprid"
"FL0407210040STMI1","ST","052","Malathion","C",0.025,7e-04,"M","M","C",NA,"PM","O","805","02","8","malathion"
"FL0408170019STMI1","ST","338","Dichlorvos (DDVP)","C",0.0033,7e-04,"M","C",NA,NA,"PM","O","805","02","1","dichlorvos (ddvp)"
"FL0408170029STMI1","ST","052","Malathion","C",0.02,7e-04,"M","M","C",NA,"PM","O","805","02","8","malathion"
"FL0409200062STMI1","ST","052","Malathion","C",0.0012,7e-04,"M","C",NA,"Q","PM","O","805","02","8","malathion"
"FL0410180023STMI1","ST","160","Chlorpyrifos","C",0.0013,8e-04,"M","C",NA,"Q","PM","O","805","02","0.2","chlorpyrifos"
"FL0410180026STMI1","ST","160","Chlorpyrifos","C",0.0013,8e-04,"M","C",NA,"Q","PM","O","805","02","0.2","chlorpyrifos"
"FL0410180029STMI1","ST","052","Malathion","C",0.004,7e-04,"M","C",NA,NA,"PM","O","805","02","8","malathion"
"FL0410180056STMI1","ST","052","Malathion","C",0.0073,7e-04,"M","C",NA,NA,"PM","O","805","02","8","malathion"
"FL0412200044STMI1","ST","160","Chlorpyrifos","C",0.0026,8e-04,"M","C",NA,NA,"PM","O","805","02","0.2","chlorpyrifos"
"FL0412200046STMI1","ST","160","Chlorpyrifos","C",0.0013,8e-04,"M","C",NA,"Q","PM","O","805","02","0.2","chlorpyrifos"
"FL0412200048STMI1","ST","160","Chlorpyrifos","C",0.0083,8e-04,"M","M","C",NA,"PM","O","805","02","0.2","chlorpyrifos"
"MD0401120021STCA1","ST","901","Endosulfan II","A",0.01,0.006,"M","C","M","Q","M","O","551","05","2","endosulfan ii"
"MD0402090039STCA1","ST","338","Dichlorvos (DDVP)","C",0.93,0.002,"M","M","C",NA,"M","O","550","02","1","dichlorvos (ddvp)"
"MD0404190008STCA1","ST","052","Malathion","C",0.013,0.004,"M","M","C",NA,"M","O","550","02","8","malathion"
"MD0404190039STCA1","ST","102","Carbaryl","E",0.01,0.002,"M","LT","M",NA,"SM","O","553","62","10","carbaryl"
"MD0405240039STCA1","ST","930","Bifenthrin","O",0.017,0.01,"M","MO",NA,"Q","SM","O","552","07","3","bifenthrin"
"CA0407210429STCA1","ST","159","Methomyl","E",1.3,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0407210470STCA1","ST","967","Imidacloprid","A",0.015,0.009,"M","LT",NA,"Q","SM","O","553","62","0.5","imidacloprid"
"CA0407210472STCA1","ST","930","Bifenthrin","O",0.017,0.01,"M","MO",NA,"Q","SM","O","552","07","3","bifenthrin"
"CA0407210484STCA1","ST","159","Methomyl","E",0.023,0.014,"M","LT",NA,"Q","SM","O","553","62","2","methomyl"
"CA0407220017STCA1","ST","052","Malathion","C",0.031,0.004,"M","M","C",NA,"M","O","554","02","8","malathion"
"CA0407220020STCA1","ST","808","Fenpropathrin","O",0.033,0.02,"M","MO",NA,"Q","SM","O","552","07","2","fenpropathrin"
"CA0407220020STCA1","ST","338","Dichlorvos (DDVP)","C",0.025,0.002,"M","M","C",NA,"M","O","554","02","1","dichlorvos (ddvp)"
"CA0407220020STCA1","ST","052","Malathion","C",0.023,0.004,"M","M","C",NA,"M","O","554","02","8","malathion"
"CA0407220231STCA1","ST","930","Bifenthrin","O",0.017,0.01,"M","MO",NA,"Q","SM","O","552","07","3","bifenthrin"
"CA0407220231STCA1","ST","159","Methomyl","E",0.57,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0407220231STCA1","ST","967","Imidacloprid","A",0.015,0.009,"M","LT",NA,"Q","SM","O","553","62","0.5","imidacloprid"
"CA0407220231STCA1","ST","052","Malathion","C",0.05,0.004,"M","M","C",NA,"M","O","554","02","8","malathion"
"CA0407220277STCA1","ST","930","Bifenthrin","O",0.035,0.01,"M","MO",NA,NA,"SM","O","552","07","3","bifenthrin"
"CA0407220277STCA1","ST","338","Dichlorvos (DDVP)","C",0.016,0.002,"M","M","C",NA,"M","O","554","02","1","dichlorvos (ddvp)"
"CA0408170212STCA1","ST","930","Bifenthrin","O",0.017,0.01,"M","MO",NA,"Q","SM","O","552","07","3","bifenthrin"
"CA0408170230STCA1","ST","808","Fenpropathrin","O",0.27,0.02,"M","MO",NA,NA,"SM","O","552","07","2","fenpropathrin"
"CA0408170406STCA1","ST","052","Malathion","C",0.12,0.004,"M","M","C",NA,"M","O","554","02","8","malathion"
"CA0408180038STCA1","ST","052","Malathion","C",0.025,0.004,"M","M","C",NA,"M","O","554","02","8","malathion"
"CA0408180038STCA1","ST","102","Carbaryl","E",0.43,0.002,"M","LT","M",NA,"SM","O","553","62","10","carbaryl"
"CA0408180049STCA1","ST","930","Bifenthrin","O",0.074,0.01,"M","MO",NA,NA,"SM","O","552","07","3","bifenthrin"
"CA0408180049STCA1","ST","338","Dichlorvos (DDVP)","C",0.027,0.002,"M","M","C",NA,"M","O","554","02","1","dichlorvos (ddvp)"
"CA0408180111STCA1","ST","338","Dichlorvos (DDVP)","C",0.008,0.002,"M","C",NA,NA,"M","O","554","02","1","dichlorvos (ddvp)"
"CA0408180130STCA1","ST","930","Bifenthrin","O",0.017,0.01,"M","MO",NA,"Q","SM","O","552","07","3","bifenthrin"
"CA0408180470STCA1","ST","102","Carbaryl","E",0.003,0.002,"M","LT",NA,"Q","SM","O","553","62","10","carbaryl"
"CA0408180540STCA1","ST","967","Imidacloprid","A",0.073,0.009,"M","LT",NA,NA,"SM","O","553","62","0.5","imidacloprid"
"CA0408180540STCA1","ST","052","Malathion","C",0.007,0.004,"M","C",NA,"Q","M","O","554","02","8","malathion"
"CA0409220111STCA1","ST","159","Methomyl","E",0.073,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0409220177STCA1","ST","159","Methomyl","E",0.26,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0409220177STCA1","ST","338","Dichlorvos (DDVP)","C",0.14,0.002,"M","M","C",NA,"M","O","554","02","1","dichlorvos (ddvp)"
"CA0409220223STCA1","ST","159","Methomyl","E",0.081,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0409220432STCA1","ST","159","Methomyl","E",0.1,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0409220540STCA1","ST","808","Fenpropathrin","O",0.11,0.02,"M","MO",NA,NA,"SM","O","552","07","2","fenpropathrin"
"CA0409220540STCA1","ST","159","Methomyl","E",0.24,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0409230038STCA1","ST","159","Methomyl","E",1.9,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0409230049STCA1","ST","052","Malathion","C",0.22,0.004,"M","M","C",NA,"M","O","554","02","8","malathion"
"CA0409230049STCA1","ST","159","Methomyl","E",0.2,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0409230053STCA1","ST","159","Methomyl","E",2.3,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0409230274STCA1","ST","159","Methomyl","E",0.39,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0410200130STCA1","ST","159","Methomyl","E",0.073,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0410200136STCA1","ST","159","Methomyl","E",0.023,0.014,"M","LT",NA,"Q","SM","O","553","62","2","methomyl"
"CA0410200212STCA1","ST","159","Methomyl","E",0.89,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0410200274STCA1","ST","052","Malathion","C",0.007,0.004,"M","C",NA,"Q","M","O","554","02","8","malathion"
"CA0410200484STCA1","ST","808","Fenpropathrin","O",0.13,0.02,"M","MO",NA,NA,"SM","O","552","07","2","fenpropathrin"
"CA0411170111STCA1","ST","159","Methomyl","E",0.074,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0411170252STCA1","ST","808","Fenpropathrin","O",0.75,0.02,"M","MO",NA,NA,"SM","O","552","07","2","fenpropathrin"
"CA0412200277STCA1","ST","052","Malathion","C",0.014,0.004,"M","M","C",NA,"M","O","554","02","8","malathion"
"CA0412200406STCA1","ST","159","Methomyl","E",0.072,0.014,"M","LT",NA,NA,"SM","O","553","62","2","methomyl"
"CA0412200544STCA1","ST","159","Methomyl","E",0.023,0.014,"M","LT",NA,"Q","SM","O","553","62","2","methomyl"
"CA0412200562STCA1","ST","052","Malathion","C",0.015,0.004,"M","M","C",NA,"M","O","554","02","8","malathion"
"CA0412200562STCA1","ST","808","Fenpropathrin","O",0.033,0.02,"M","MO",NA,"Q","SM","O","552","07","2","fenpropathrin"
"CO0401260007STMI1","ST","052","Malathion","C",0.0086,7e-04,"M","M","C",NA,"PM","O","805","02","8","malathion"
"CO0404260010STMI1","ST","930","Bifenthrin","O",0.067,0.04,"M","MO",NA,"Q","PM","O","805","07","3","bifenthrin"
"CO0406280008STMI1","ST","930","Bifenthrin","O",0.067,0.04,"M","MO",NA,"Q","PM","O","805","07","3","bifenthrin"
"CO0409270009STMI1","ST","808","Fenpropathrin","O",0.54,0.018,"M","MO",NA,NA,"PM","O","805","07","2","fenpropathrin"
"CO0410250012STMI1","ST","930","Bifenthrin","O",0.067,0.04,"M","MO",NA,"Q","PM","O","805","07","3","bifenthrin"
"FL0401200045STMI1","ST","930","Bifenthrin","O",0.14,0.04,"M","MO",NA,NA,"PM","O","805","07","3","bifenthrin"
"FL0403150002STMI1","ST","052","Malathion","C",0.0078,7e-04,"M","C",NA,NA,"PM","O","805","02","8","malathion"
"FL0405170048STMI1","ST","967","Imidacloprid","A",0.017,0.01,"M","L",NA,"Q","PM","O","805","61","0.5","imidacloprid"
"FL0405170048STMI1","ST","102","Carbaryl","E",0.016,0.0018,"M","L",NA,NA,"PM","O","805","61","10","carbaryl"
"FL0405170060STMI1","ST","052","Malathion","C",0.0012,7e-04,"M","C",NA,"Q","PM","O","805","02","8","malathion"
"FL0406210025STMI1","ST","052","Malathion","C",0.0012,7e-04,"M","C",NA,"Q","PM","R","805","02","8","malathion"
"FL0406210056STMI1","ST","052","Malathion","C",0.024,7e-04,"M","M","C",NA,"PM","R","805","02","8","malathion"
"FL0406210056STMI1","ST","967","Imidacloprid","A",0.085,0.01,"M","L",NA,NA,"PM","R","805","61","0.5","imidacloprid"
"FL0406210059STMI1","ST","052","Malathion","C",0.0012,7e-04,"M","C",NA,"Q","PM","R","805","02","8","malathion"
"FL0406210060STMI1","ST","808","Fenpropathrin","O",0.13,0.018,"M","MO",NA,NA,"PM","R","805","07","2","fenpropathrin"
"FL0406210060STMI1","ST","102","Carbaryl","E",1.1,0.0018,"M","L",NA,NA,"PM","R","805","61","10","carbaryl"
"FL0407210007STMI1","ST","052","Malathion","C",0.012,7e-04,"M","C",NA,NA,"PM","O","805","02","8","malathion"
"FL0407210029STMI1","ST","930","Bifenthrin","O",0.067,0.04,"M","MO",NA,"Q","PM","O","805","07","3","bifenthrin"
"FL0407210049STMI1","ST","052","Malathion","C",0.0012,7e-04,"M","C",NA,"Q","PM","O","805","02","8","malathion"
"FL0407210057STMI1","ST","052","Malathion","C",0.029,7e-04,"M","M","C",NA,"PM","O","805","02","8","malathion"
"FL0408170002STMI1","ST","052","Malathion","C",0.038,7e-04,"M","M","C",NA,"PM","O","805","02","8","malathion"
"FL0408170023STMI1","ST","338","Dichlorvos (DDVP)","C",0.027,7e-04,"M","CD",NA,NA,"PM","O","805","02","1","dichlorvos (ddvp)"
"FL0408170023STMI1","ST","052","Malathion","C",0.11,7e-04,"M","M","C",NA,"PM","O","805","02","8","malathion"
"FL0408170029STMI1","ST","808","Fenpropathrin","O",0.23,0.018,"M","MO",NA,NA,"PM","O","805","07","2","fenpropathrin"
"FL0409200025STMI1","ST","808","Fenpropathrin","O",0.064,0.018,"M","MO",NA,NA,"PM","O","805","07","2","fenpropathrin"
"FL0409200025STMI1","ST","102","Carbaryl","E",0.026,0.0018,"M","L",NA,NA,"PM","O","805","61","10","carbaryl"
"FL0409200025STMI1","ST","052","Malathion","C",0.0088,7e-04,"M","M","C",NA,"PM","O","805","02","8","malathion"
"FL0409200038STMI1P","ST","052","Malathion","C",0.026,7e-04,"M","M","C",NA,"PM","O","805","02","8","malathion"
"FL0409200038STMI1P","ST","102","Carbaryl","E",0.25,0.0018,"M","L",NA,NA,"PM","O","805","61","10","carbaryl"
"FL0409200052STMI1","ST","930","Bifenthrin","O",0.067,0.04,"M","MO",NA,"Q","PM","O","805","07","3","bifenthrin"
"FL0409200062STMI1","ST","204","Acephate","C",0.0054,0.0013,"M","C",NA,NA,"PM","O","805","02","0.02","acephate"
"FL0410180025STMI1","ST","808","Fenpropathrin","O",0.03,0.018,"M","MO",NA,"Q","PM","O","805","07","2","fenpropathrin"
